50 50 100000
9 name 102.7 7
9 name 125.9 15
9 name 131.3 9
9 name 107.1 5
9 name 125.4 14
9 name 123.0 4
9 name 107.0 5
9 name 121.7 11
9 name 105.4 1
10 name 105.0 15
10 name 144.5 14
10 name 147.9 10
10 name 112.4 6
10 name 148.0 16
10 name 130.6 4
10 name 115.2 15
10 name 118.8 2
10 name 110.0 5
10 name 121.0 12
10 name 127.8 8
10 name 148.9 6
10 name 124.1 3
10 name 134.3 11
10 name 128.8 16
10 name 127.6 13
10 name 104.6 10
10 name 145.1 14
10 name 101.8 1
10 name 104.9 17
10 name 122.3 20
10 name 132.4 11
10 name 119.0 6
10 name 100.3 14
10 name 124.8 4
10 name 150.0 14
10 name 131.2 19
10 name 105.6 12
10 name 127.5 3
10 name 118.2 14
10 name 104.6 15
10 name 139.7 3
10 name 141.1 15
10 name 106.8 11
10 name 108.8 11
10 name 126.5 9
10 name 126.1 20
10 name 149.3 17
10 name 133.9 3
10 name 111.5 1
10 name 146.6 18
10 name 130.0 3
10 name 122.0 12
10 name 118.0 7
10 name 148.5 9
10 name 125.9 3
10 name 138.5 3
10 name 110.3 2
10 name 141.5 15
10 name 111.5 15
10 name 146.8 1
11 name 149.4 12
11 name 124.8 8
11 name 135.8 20
11 name 138.8 19
11 name 126.1 7
11 name 140.2 3
11 name 106.3 8
11 name 119.6 11
11 name 110.5 20
11 name 114.5 20
11 name 101.6 10
11 name 120.1 10
11 name 121.8 7
11 name 101.8 12
11 name 148.5 2
11 name 130.8 11
11 name 124.5 13
11 name 110.4 10
11 name 108.4 7
11 name 106.2 18
11 name 109.2 3
11 name 137.1 8
11 name 129.5 15
11 name 109.4 10
11 name 135.6 9
11 name 130.8 15
11 name 137.2 20
11 name 102.8 11
11 name 117.8 15
11 name 128.4 17
11 name 121.4 15
11 name 140.6 3
11 name 135.1 3
11 name 133.6 17
11 name 105.9 3
11 name 126.4 3
11 name 133.4 5
11 name 111.7 16
11 name 134.0 8
11 name 139.8 7
11 name 101.6 13
11 name 123.0 13
11 name 137.4 6
11 name 135.9 16
11 name 106.5 5
11 name 122.1 5
11 name 134.5 13
11 name 139.6 12
11 name 130.4 6
11 name 143.0 15
11 name 140.6 19
12 name 112.4 9
12 name 137.4 10
12 name 108.3 1
12 name 116.2 18
12 name 140.4 7
12 name 132.5 6
12 name 102.1 4
12 name 102.6 11
12 name 109.4 5
12 name 104.0 20
12 name 143.5 17
12 name 108.8 10
12 name 126.6 17
12 name 129.1 4
12 name 115.0 3
12 name 109.0 12
12 name 106.0 15
12 name 104.7 20
12 name 101.9 18
12 name 114.1 2
12 name 110.7 11
12 name 104.2 17
12 name 105.2 11
12 name 135.7 10
12 name 116.7 5
12 name 132.7 17
12 name 134.5 8
12 name 134.1 2
12 name 100.3 13
12 name 137.6 20
12 name 109.0 18
12 name 104.9 2
12 name 144.2 16
12 name 129.1 6
12 name 107.9 18
12 name 112.2 6
12 name 142.8 8
12 name 118.8 5
12 name 116.7 17
12 name 121.2 16
12 name 126.0 18
12 name 147.1 19
12 name 148.8 13
12 name 142.7 14
12 name 105.5 19
12 name 146.3 12
12 name 122.3 20
12 name 101.7 4
12 name 134.9 15
12 name 124.6 18
12 name 113.0 16
13 name 116.3 6
13 name 128.0 17
13 name 106.9 1
13 name 142.6 17
13 name 118.7 4
13 name 109.9 19
13 name 125.3 12
13 name 143.8 1
13 name 108.1 13
13 name 102.1 3
13 name 121.9 17
13 name 122.0 5
13 name 130.0 1
13 name 143.2 16
13 name 134.0 3
13 name 128.5 20
13 name 107.9 2
13 name 107.3 6
13 name 114.6 20
13 name 120.0 5
13 name 111.3 14
13 name 142.2 8
13 name 147.5 13
13 name 140.3 9
13 name 146.1 13
13 name 134.1 20
13 name 117.0 20
13 name 102.8 10
13 name 143.4 6
13 name 144.9 1
13 name 136.6 7
13 name 117.7 2
13 name 122.1 1
13 name 108.7 16
13 name 148.9 19
13 name 109.5 5
13 name 147.6 15
13 name 111.7 6
13 name 135.4 13
13 name 146.3 14
13 name 105.8 11
13 name 103.2 4
13 name 145.6 15
13 name 137.3 11
13 name 119.8 8
13 name 129.5 5
13 name 109.3 8
13 name 109.5 6
13 name 112.4 11
13 name 104.8 5
13 name 124.2 9
14 name 105.4 9
14 name 132.3 12
14 name 129.6 16
14 name 127.5 15
14 name 129.5 16
14 name 147.3 10
14 name 135.4 10
14 name 143.0 6
14 name 132.1 20
14 name 118.4 3
14 name 127.5 13
14 name 139.0 2
14 name 105.4 12
14 name 121.5 3
14 name 145.7 2
14 name 147.6 18
14 name 138.8 9
14 name 135.7 4
14 name 124.4 1
14 name 112.6 7
14 name 122.7 17
14 name 119.9 14
14 name 143.3 5
14 name 147.9 8
14 name 132.8 6
14 name 140.9 11
14 name 137.6 14
14 name 114.3 20
14 name 115.1 13
14 name 117.8 15
14 name 132.9 9
14 name 136.3 4
14 name 113.0 18
14 name 148.2 2
14 name 108.5 19
14 name 142.6 18
14 name 109.3 3
14 name 135.0 4
14 name 136.0 4
14 name 135.6 16
14 name 116.3 15
14 name 136.6 20
14 name 144.8 3
14 name 125.7 20
14 name 108.3 12
14 name 145.9 8
14 name 103.0 8
14 name 118.8 19
14 name 109.7 20
14 name 114.8 16
14 name 133.2 17
15 name 109.9 14
15 name 118.4 18
15 name 119.2 18
15 name 125.7 16
15 name 115.0 10
15 name 101.8 15
15 name 102.2 10
15 name 120.5 7
15 name 103.2 16
15 name 141.2 13
15 name 127.8 16
15 name 132.7 5
15 name 146.5 8
15 name 127.4 19
15 name 100.9 19
15 name 134.0 14
15 name 128.4 4
15 name 145.8 16
15 name 131.8 13
15 name 118.4 20
15 name 112.7 3
15 name 138.0 11
15 name 118.7 17
15 name 130.9 19
15 name 100.0 1
15 name 144.2 3
15 name 119.4 8
15 name 117.1 13
15 name 111.5 8
15 name 112.1 7
15 name 134.3 15
15 name 120.4 14
15 name 101.2 12
15 name 104.5 10
15 name 102.2 3
15 name 116.9 15
15 name 134.8 4
15 name 125.4 17
15 name 113.7 7
15 name 130.1 16
15 name 123.0 12
15 name 121.0 12
15 name 102.6 17
15 name 146.8 3
15 name 115.5 2
15 name 102.5 9
15 name 146.5 13
15 name 126.6 2
15 name 104.1 4
15 name 147.1 18
15 name 143.1 8
16 name 112.0 1
16 name 118.6 5
16 name 129.7 3
16 name 150.0 3
16 name 123.9 14
16 name 137.9 9
16 name 103.9 6
16 name 116.6 14
16 name 141.8 12
16 name 146.4 11
16 name 127.7 15
16 name 117.8 10
16 name 126.6 11
16 name 121.0 7
16 name 121.9 18
16 name 100.2 9
16 name 102.2 15
16 name 114.8 12
16 name 122.8 18
16 name 100.0 6
16 name 126.1 4
16 name 145.1 10
16 name 105.0 7
16 name 142.4 19
16 name 135.9 7
16 name 114.5 14
16 name 123.3 8
16 name 120.5 18
16 name 141.5 7
16 name 113.6 5
16 name 120.1 4
16 name 128.6 10
16 name 104.7 7
16 name 144.3 14
16 name 128.8 2
16 name 106.4 19
16 name 142.5 3
16 name 121.8 13
16 name 107.2 9
16 name 146.4 8
16 name 100.2 20
16 name 148.1 20
16 name 119.8 17
16 name 146.9 6
16 name 116.8 5
16 name 132.0 1
16 name 122.2 1
16 name 134.1 8
16 name 134.0 14
16 name 140.0 4
16 name 142.3 20
17 name 108.7 4
17 name 139.4 15
17 name 103.7 4
17 name 149.3 18
17 name 125.0 18
17 name 132.3 14
17 name 114.6 1
17 name 128.6 15
17 name 100.5 1
17 name 146.7 7
17 name 120.1 13
17 name 113.4 17
17 name 146.2 19
17 name 107.2 5
17 name 139.5 14
17 name 112.8 2
17 name 121.5 9
17 name 136.9 11
17 name 127.0 12
17 name 113.1 8
17 name 128.1 1
17 name 135.2 8
17 name 127.4 17
17 name 118.9 11
17 name 126.7 15
17 name 128.3 12
17 name 121.8 17
17 name 140.9 15
17 name 138.9 7
17 name 120.8 5
17 name 143.9 7
17 name 132.3 20
17 name 135.6 20
17 name 133.3 4
17 name 133.1 2
17 name 123.2 20
17 name 113.4 10
17 name 104.9 7
17 name 142.8 19
17 name 117.4 3
17 name 149.4 11
17 name 145.6 16
17 name 148.5 4
17 name 110.4 2
17 name 106.5 15
17 name 130.9 14
17 name 118.7 3
17 name 144.4 13
17 name 109.3 19
17 name 103.4 9
17 name 148.1 16
18 name 131.2 14
18 name 118.1 4
18 name 126.6 16
18 name 133.2 12
18 name 124.9 6
18 name 143.3 4
18 name 130.8 4
18 name 138.2 6
18 name 141.4 4
18 name 103.9 15
18 name 102.9 19
18 name 137.6 20
18 name 107.9 6
18 name 139.7 18
18 name 149.5 13
18 name 116.1 13
18 name 148.3 9
18 name 108.2 16
18 name 138.7 2
18 name 145.3 2
18 name 100.5 9
18 name 115.1 9
18 name 116.2 10
18 name 115.5 9
18 name 104.8 20
18 name 127.5 1
18 name 106.4 10
18 name 119.7 8
18 name 102.4 7
18 name 124.8 5
18 name 144.8 20
18 name 119.7 7
18 name 100.8 13
18 name 101.3 9
18 name 102.5 19
18 name 118.9 13
18 name 127.2 11
18 name 146.7 5
18 name 126.4 14
18 name 146.0 4
18 name 129.5 12
18 name 149.7 9
18 name 120.8 1
18 name 107.9 19
18 name 100.1 1
18 name 131.2 7
18 name 105.6 5
18 name 135.4 18
18 name 109.0 10
18 name 101.1 2
18 name 120.2 12
19 name 105.9 19
19 name 137.7 20
19 name 115.8 9
19 name 114.3 20
19 name 122.9 9
19 name 138.5 7
19 name 133.0 4
19 name 110.8 1
19 name 111.1 8
19 name 106.9 10
19 name 129.5 7
19 name 109.1 14
19 name 139.4 7
19 name 138.1 3
19 name 137.3 11
19 name 130.9 7
19 name 143.1 9
19 name 102.5 14
19 name 148.4 13
19 name 144.3 9
19 name 114.6 1
19 name 143.7 6
19 name 138.9 4
19 name 138.3 2
19 name 137.0 9
19 name 112.1 2
19 name 106.9 10
19 name 118.1 5
19 name 144.4 19
19 name 128.8 4
19 name 131.0 12
19 name 112.9 20
19 name 145.5 7
19 name 112.0 19
19 name 122.9 2
19 name 113.2 14
19 name 103.7 15
19 name 134.9 1
19 name 121.9 7
19 name 100.7 4
19 name 133.5 4
19 name 103.0 10
19 name 118.6 3
19 name 144.2 2
19 name 144.9 15
19 name 146.5 13
19 name 112.0 17
19 name 105.1 16
19 name 115.7 14
19 name 108.9 17
19 name 107.5 10
20 name 136.6 18
20 name 138.3 10
20 name 107.9 20
20 name 109.3 5
20 name 122.0 2
20 name 135.9 3
20 name 109.8 10
20 name 140.5 15
20 name 123.2 6
20 name 132.6 2
20 name 134.9 16
20 name 131.9 3
20 name 127.2 8
20 name 146.1 5
20 name 108.8 7
20 name 110.4 20
20 name 102.4 15
20 name 113.4 13
20 name 136.4 2
20 name 147.4 5
20 name 119.2 16
20 name 117.8 2
20 name 122.1 9
20 name 149.0 18
20 name 124.8 10
20 name 120.3 19
20 name 119.7 11
20 name 114.2 10
20 name 148.0 15
20 name 149.7 7
20 name 125.7 16
20 name 148.6 7
20 name 118.4 8
20 name 145.5 9
20 name 147.3 9
20 name 143.2 11
20 name 134.8 16
20 name 109.3 15
20 name 121.7 13
20 name 101.4 17
20 name 100.7 1
20 name 146.0 17
20 name 143.7 9
20 name 118.9 12
20 name 143.0 2
20 name 134.4 9
20 name 100.5 2
20 name 144.7 15
20 name 130.7 20
20 name 117.1 4
20 name 108.9 8
21 name 101.0 14
21 name 103.4 8
21 name 131.8 13
21 name 109.8 17
21 name 148.5 9
21 name 122.3 1
21 name 140.7 9
21 name 113.5 1
21 name 109.9 13
21 name 117.5 5
21 name 101.6 5
21 name 129.7 16
21 name 140.3 17
21 name 135.1 7
21 name 127.1 11
21 name 145.1 4
21 name 120.7 18
21 name 106.3 12
21 name 104.2 15
21 name 109.4 11
21 name 139.4 6
21 name 137.4 19
21 name 116.0 17
21 name 121.6 8
21 name 143.1 20
21 name 131.9 15
21 name 126.1 7
21 name 136.4 16
21 name 119.4 16
21 name 112.4 17
21 name 100.6 17
21 name 128.6 12
21 name 119.9 18
21 name 127.6 6
21 name 119.9 11
21 name 119.1 20
21 name 107.4 16
21 name 135.5 10
21 name 137.4 3
21 name 114.0 19
21 name 110.8 13
21 name 101.4 9
21 name 138.2 18
21 name 108.1 2
21 name 100.5 17
21 name 146.3 19
21 name 129.2 9
21 name 112.6 20
21 name 139.0 16
21 name 144.8 18
21 name 144.3 19
22 name 119.2 13
22 name 105.2 8
22 name 141.9 2
22 name 127.4 7
22 name 114.6 19
22 name 123.9 11
22 name 106.6 20
22 name 149.2 10
22 name 140.2 11
22 name 135.4 12
22 name 111.1 20
22 name 128.1 16
22 name 138.7 20
22 name 107.6 6
22 name 139.7 14
22 name 122.0 1
22 name 148.9 2
22 name 143.4 1
22 name 137.0 19
22 name 144.1 19
22 name 133.4 15
22 name 103.4 12
22 name 121.7 5
22 name 104.7 16
22 name 102.3 7
22 name 104.8 7
22 name 145.2 2
22 name 101.4 13
22 name 122.9 19
22 name 136.9 4
22 name 131.7 8
22 name 121.5 14
22 name 100.5 13
22 name 146.3 8
22 name 110.5 8
22 name 148.6 16
22 name 112.4 15
22 name 104.6 11
22 name 100.6 7
22 name 113.2 3
22 name 141.5 2
22 name 132.1 11
22 name 136.8 20
22 name 130.5 3
22 name 128.9 20
22 name 141.4 16
22 name 122.6 16
22 name 131.0 9
22 name 115.9 15
22 name 124.9 13
22 name 101.7 6
23 name 132.3 7
23 name 107.0 20
23 name 147.5 1
23 name 113.0 9
23 name 126.6 5
23 name 141.8 1
23 name 147.5 12
23 name 112.5 8
23 name 128.3 16
23 name 141.9 8
23 name 127.8 15
23 name 131.8 17
23 name 119.0 19
23 name 140.4 12
23 name 102.4 4
23 name 109.7 16
23 name 141.5 17
23 name 115.5 1
23 name 111.2 8
23 name 122.5 14
23 name 140.5 13
23 name 149.9 19
23 name 133.8 14
23 name 140.1 14
23 name 122.8 12
23 name 117.5 8
23 name 122.6 20
23 name 101.8 1
23 name 139.8 18
23 name 139.4 16
23 name 135.0 8
23 name 149.0 1
23 name 107.9 7
23 name 146.4 6
23 name 132.8 9
23 name 112.8 20
23 name 147.9 9
23 name 129.8 8
23 name 147.1 8
23 name 119.5 14
23 name 130.6 5
23 name 124.7 7
23 name 127.2 10
23 name 105.3 1
23 name 139.8 18
23 name 103.4 4
23 name 136.2 17
23 name 142.4 13
23 name 106.6 8
23 name 122.4 1
23 name 103.5 18
24 name 106.1 17
24 name 136.9 19
24 name 104.8 16
24 name 134.9 12
24 name 102.6 10
24 name 106.4 3
24 name 109.3 13
24 name 128.4 1
24 name 147.5 15
24 name 123.9 19
24 name 105.9 9
24 name 103.2 6
24 name 103.1 6
24 name 118.1 12
24 name 118.5 19
24 name 112.6 10
24 name 131.7 5
24 name 147.1 18
24 name 123.4 17
24 name 145.1 13
24 name 119.2 17
24 name 149.3 8
24 name 143.3 7
24 name 130.8 13
24 name 147.2 20
24 name 123.9 13
24 name 125.6 17
24 name 147.8 12
24 name 135.9 4
24 name 135.7 20
24 name 108.3 5
24 name 145.3 4
24 name 136.9 11
24 name 147.8 19
24 name 138.5 1
24 name 117.1 15
24 name 142.6 15
24 name 127.1 18
24 name 146.4 20
24 name 117.2 18
24 name 128.0 3
24 name 100.1 1
24 name 107.4 5
24 name 123.6 18
24 name 118.5 5
24 name 145.2 20
24 name 112.4 2
24 name 143.7 1
24 name 125.8 8
24 name 115.8 20
24 name 105.0 19
25 name 142.8 3
25 name 143.3 11
25 name 120.0 14
25 name 134.2 13
25 name 116.3 16
25 name 122.5 13
25 name 128.5 20
25 name 109.3 6
25 name 112.0 10
25 name 114.3 16
25 name 115.0 13
25 name 102.6 20
25 name 137.5 4
25 name 117.5 12
25 name 113.4 7
25 name 131.6 4
25 name 111.9 13
25 name 108.4 17
25 name 134.8 5
25 name 124.1 10
25 name 142.6 18
25 name 129.1 11
25 name 115.8 1
25 name 140.6 16
25 name 119.2 1
25 name 108.8 16
25 name 113.9 2
25 name 128.7 9
25 name 124.2 7
25 name 143.3 11
25 name 118.3 1
25 name 111.4 4
25 name 103.0 2
25 name 122.9 20
25 name 124.5 14
25 name 113.5 20
25 name 144.6 19
25 name 105.0 19
25 name 110.4 7
25 name 132.4 2
25 name 136.0 9
25 name 119.9 13
25 name 107.6 11
25 name 122.5 2
25 name 140.9 8
25 name 123.3 2
25 name 117.6 4
25 name 133.1 1
25 name 145.0 11
25 name 131.9 16
25 name 123.8 12
26 name 124.2 11
26 name 105.6 18
26 name 142.4 18
26 name 120.9 20
26 name 119.7 13
26 name 115.0 17
26 name 111.0 9
26 name 114.4 12
26 name 141.2 6
26 name 113.2 12
26 name 149.3 10
26 name 139.7 15
26 name 117.1 12
26 name 123.9 8
26 name 149.1 20
26 name 131.4 20
26 name 117.6 5
26 name 132.6 1
26 name 140.3 3
26 name 127.8 18
26 name 129.4 15
26 name 119.5 16
26 name 146.9 6
26 name 126.5 13
26 name 112.6 16
26 name 127.5 13
26 name 125.4 5
26 name 141.7 4
26 name 108.5 5
26 name 115.4 6
26 name 146.0 8
26 name 126.0 7
26 name 149.9 15
26 name 146.7 15
26 name 119.8 16
26 name 123.3 9
26 name 112.4 5
26 name 102.7 15
26 name 125.4 15
26 name 106.3 1
26 name 127.0 9
26 name 101.6 3
26 name 129.3 16
26 name 102.9 3
26 name 130.6 2
26 name 120.8 3
26 name 116.3 2
26 name 117.8 13
26 name 109.5 6
26 name 111.0 20
26 name 130.2 8
27 name 124.7 17
27 name 135.0 18
27 name 136.5 17
27 name 112.5 6
27 name 114.3 11
27 name 113.0 2
27 name 120.4 19
27 name 144.2 14
27 name 146.5 15
27 name 145.6 4
27 name 146.6 10
27 name 112.6 5
27 name 127.3 2
27 name 138.8 20
27 name 116.3 9
27 name 128.0 9
27 name 131.3 17
27 name 123.5 6
27 name 129.2 2
27 name 123.2 17
27 name 110.6 6
27 name 133.8 15
27 name 105.7 8
27 name 133.1 3
27 name 115.6 4
27 name 147.5 20
27 name 144.5 15
27 name 127.4 1
27 name 145.2 7
27 name 121.1 4
27 name 150.0 4
27 name 139.9 9
27 name 144.2 4
27 name 105.0 14
27 name 136.2 15
27 name 130.1 3
27 name 114.8 15
27 name 143.4 20
27 name 126.4 6
27 name 111.8 1
27 name 107.4 18
27 name 142.2 10
27 name 133.1 4
27 name 130.4 8
27 name 113.3 15
27 name 144.8 20
27 name 146.8 16
27 name 111.1 16
27 name 101.3 9
27 name 124.2 7
27 name 101.2 10
28 name 141.8 17
28 name 142.0 3
28 name 107.3 16
28 name 149.7 11
28 name 119.4 15
28 name 105.5 19
28 name 111.3 10
28 name 149.3 5
28 name 109.5 20
28 name 112.1 19
28 name 123.6 5
28 name 134.1 6
28 name 120.6 18
28 name 142.1 3
28 name 137.8 8
28 name 109.8 2
28 name 107.4 2
28 name 102.5 4
28 name 137.2 14
28 name 135.2 10
28 name 109.6 15
